model,n_params,is_finetune,thread,iters,time_per_epoch,max_mem,metric,strategy,time_hptuning,time_inference,divider,overlap,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,cat
rtdetr-l,45.0,1_NOFT,1,6,36.977,20234.505,baseline,baseline,0.0,4.73,0.0,0.0,0.0002,0.0015,0.0032,0.0003,0.0006,82188,82161,8309,A_unfinetuned
rtdetr-l,45.0,1_NOFT,1,6,36.977,20234.505,count,bo_exploration,5.79,110.6,4.0,0.62,0.3421,0.6354,0.7428,0.6456,0.6908,82188,29131,18368,A_unfinetuned
rtdetr-l,45.0,1_NOFT,1,6,36.977,20234.505,count,bo_exploitation,3.11,36.78,3.0,0.0,0.306,0.5977,0.7096,0.5878,0.643,82188,33877,19775,A_unfinetuned
rtdetr-l,45.0,1_NOFT,1,6,36.977,20234.505,count,grid_search,5.76,110.58,4.0,0.5,0.3421,0.6354,0.7428,0.6456,0.6908,82188,29131,18368,A_unfinetuned
rtdetr-l,45.0,2_FT,1,6,17.452,21025.095,baseline,baseline,0.0,4.32,0.0,0.0,0.0001,0.0005,0.001,0.0001,0.0002,82188,82180,8187,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,1,6,17.452,21025.095,count,bo_exploration,6.71,75.94,3.0,0.62,0.2832,0.5722,0.7128,0.5688,0.6327,82188,35438,18832,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,1,6,17.452,21025.095,count,bo_exploitation,7.56,118.21,4.0,0.43,0.3424,0.62,0.7199,0.6481,0.6821,82188,28925,20723,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,1,6,17.452,21025.095,count,grid_search,5.95,118.68,4.0,0.5,0.3424,0.62,0.7199,0.6481,0.6821,82188,28925,20723,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,1,6,17.452,21025.095,map,bo_exploration,13.87,46.06,4.0,-0.12,0.362,0.6329,0.754,0.624,0.6828,82188,30905,16732,C_finetuned_supervised
rtdetr-l,45.0,2_FT,1,6,17.452,21025.095,map,bo_exploitation,13.92,77.11,3.0,0.5,0.2832,0.5722,0.7128,0.5688,0.6327,82188,35438,18832,C_finetuned_supervised
rtdetr-l,45.0,2_FT,1,6,17.452,21025.095,map,grid_search,17.12,45.91,4.0,0.0,0.362,0.6329,0.754,0.624,0.6828,82188,30905,16732,C_finetuned_supervised
yolo11n,2.6,1_NOFT,6,1,4.788,6836.952,baseline,baseline,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81856,81856,3262,A_unfinetuned
yolo11n,2.6,1_NOFT,6,1,4.788,6836.952,count,bo_exploration,3.85,71.57,4.0,0.62,0.4223,0.7427,0.8141,0.6964,0.7506,81856,24855,13015,A_unfinetuned
yolo11n,2.6,1_NOFT,6,1,4.788,6836.952,count,bo_exploitation,2.37,30.18,2.0,0.23,0.225,0.521,0.6485,0.4334,0.5195,81856,46383,19228,A_unfinetuned
yolo11n,2.6,1_NOFT,6,1,4.788,6836.952,count,grid_search,4.3,72.28,4.0,0.5,0.4223,0.7427,0.8141,0.6964,0.7506,81856,24855,13015,A_unfinetuned
yolo11n,2.6,2_FT,6,1,3.249,8044.517,baseline,baseline,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81856,81856,705,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,1,3.249,8044.517,count,bo_exploration,2.95,33.22,2.0,0.58,0.2748,0.6052,0.7926,0.4505,0.5745,81856,44979,9651,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,1,3.249,8044.517,count,bo_exploitation,1.93,28.14,2.0,0.13,0.2751,0.6037,0.7953,0.444,0.5698,81856,45513,9357,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,1,3.249,8044.517,count,grid_search,3.89,65.39,4.0,0.5,0.4456,0.793,0.8494,0.7214,0.7802,81856,22804,10467,B_finetuned_unsupervised
yolo11m,20.1,1_NOFT,6,1,11.636,22667.96,baseline,baseline,0.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81856,81856,4385,A_unfinetuned
yolo11m,20.1,1_NOFT,6,1,11.636,22667.96,count,bo_exploration,2.63,28.92,4.0,-0.12,0.4276,0.7179,0.7895,0.6824,0.7321,81856,25994,14897,A_unfinetuned
yolo11m,20.1,1_NOFT,6,1,11.636,22667.96,count,bo_exploitation,3.74,71.22,4.0,0.45,0.4038,0.6967,0.7805,0.6677,0.7197,81856,27200,15375,A_unfinetuned
yolo11m,20.1,1_NOFT,6,1,11.636,22667.96,count,grid_search,4.51,71.04,4.0,0.5,0.4038,0.6967,0.7805,0.6677,0.7197,81856,27200,15375,A_unfinetuned
yolo11m,20.1,2_FT,6,1,9.087,17827.379,baseline,baseline,0.0,3.41,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,81856,81852,4042,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,1,9.087,17827.379,count,bo_exploration,4.4,69.53,4.0,0.62,0.407,0.7146,0.7961,0.6741,0.73,81856,26679,14131,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,1,9.087,17827.379,count,bo_exploitation,2.32,6.53,1.0,0.33,0.0048,0.0253,0.0503,0.0075,0.0131,81856,81238,11671,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,1,9.087,17827.379,count,grid_search,4.34,69.79,4.0,0.5,0.407,0.7146,0.7961,0.6741,0.73,81856,26679,14131,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,1,9.087,17827.379,map,bo_exploration,11.33,28.19,4.0,-0.12,0.4419,0.7338,0.8015,0.6914,0.7424,81856,25258,14021,C_finetuned_supervised
yolo11m,20.1,2_FT,6,1,9.087,17827.379,map,bo_exploitation,14.76,28.11,4.0,0.0,0.4419,0.7338,0.8015,0.6914,0.7424,81856,25258,14021,C_finetuned_supervised
yolo11m,20.1,2_FT,6,1,9.087,17827.379,map,grid_search,16.82,28.37,4.0,0.0,0.4419,0.7338,0.8015,0.6914,0.7424,81856,25258,14021,C_finetuned_supervised
yolo11n,2.6,1_NOFT,6,2,4.45,6838.591,baseline,baseline,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82021,82021,2053,A_unfinetuned
yolo11n,2.6,1_NOFT,6,2,4.45,6838.591,count,bo_exploration,3.44,32.97,3.0,0.2,0.3892,0.7359,0.8103,0.6561,0.7251,82021,28209,12596,A_unfinetuned
yolo11n,2.6,1_NOFT,6,2,4.45,6838.591,count,bo_exploitation,4.94,74.58,4.0,0.4,0.4219,0.7615,0.8041,0.7098,0.754,82021,23804,14180,A_unfinetuned
yolo11n,2.6,1_NOFT,6,2,4.45,6838.591,count,grid_search,4.14,74.35,4.0,0.5,0.4219,0.7615,0.8041,0.7098,0.754,82021,23804,14180,A_unfinetuned
yolo11n,2.6,2_FT,6,2,3.784,8197.971,baseline,baseline,0.0,3.22,0.0,0.0,0.0,0.0003,0.0006,0.0,0.0,82021,82020,1751,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,2,3.784,8197.971,count,bo_exploration,4.03,71.93,4.0,0.5,0.4295,0.7639,0.8195,0.7029,0.7567,82021,24370,12700,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,2,3.784,8197.971,count,bo_exploitation,4.03,71.95,4.0,0.48,0.4295,0.7639,0.8195,0.7029,0.7567,82021,24370,12700,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,2,3.784,8197.971,count,grid_search,4.15,72.18,4.0,0.5,0.4295,0.7639,0.8195,0.7029,0.7567,82021,24370,12700,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,2,3.784,8197.971,map,bo_exploration,8.13,27.28,3.0,-0.12,0.4149,0.7385,0.7856,0.6719,0.7243,82021,26908,15039,C_finetuned_supervised
yolo11n,2.6,2_FT,6,2,3.784,8197.971,map,bo_exploitation,12.09,39.69,4.0,0.26,0.456,0.7751,0.8197,0.7161,0.7644,82021,23289,12916,C_finetuned_supervised
yolo11n,2.6,2_FT,6,2,3.784,8197.971,map,grid_search,14.48,29.33,4.0,0.0,0.4804,0.7935,0.8323,0.7273,0.7762,82021,22371,12020,C_finetuned_supervised
yolo11m,20.1,1_NOFT,6,2,11.888,22661.489,baseline,baseline,0.0,4.25,0.0,0.0,0.0001,0.0005,0.001,0.0001,0.0002,82021,82010,10922,A_unfinetuned
yolo11m,20.1,1_NOFT,6,2,11.888,22661.489,count,bo_exploration,5.12,82.43,4.0,0.62,0.3606,0.62,0.7378,0.6237,0.6759,82021,30866,18183,A_unfinetuned
yolo11m,20.1,1_NOFT,6,2,11.888,22661.489,count,bo_exploitation,4.29,62.52,3.0,0.62,0.3073,0.5806,0.6991,0.5722,0.6293,82021,35087,20204,A_unfinetuned
yolo11m,20.1,1_NOFT,6,2,11.888,22661.489,count,grid_search,4.8,82.51,4.0,0.5,0.3606,0.62,0.7378,0.6237,0.6759,82021,30866,18183,A_unfinetuned
yolo11m,20.1,2_FT,6,2,9.172,18564.947,baseline,baseline,0.0,3.41,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82021,82017,4043,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,2,9.172,18564.947,count,bo_exploration,3.95,51.06,3.0,0.42,0.3929,0.6944,0.7826,0.6536,0.7123,82021,28415,14892,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,2,9.172,18564.947,count,bo_exploitation,2.38,35.56,2.0,0.48,0.2819,0.5773,0.7398,0.4864,0.5869,82021,42129,14033,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,2,9.172,18564.947,count,grid_search,4.21,69.2,4.0,0.5,0.4073,0.7151,0.7967,0.6741,0.7303,82021,26732,14108,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,2,9.172,18564.947,map,bo_exploration,9.38,26.21,3.0,-0.12,0.3977,0.6889,0.7658,0.6536,0.7052,82021,28416,16397,C_finetuned_supervised
yolo11m,20.1,2_FT,6,2,9.172,18564.947,map,bo_exploitation,6.45,6.41,1.0,0.52,0.0047,0.0252,0.05,0.0075,0.013,82021,81407,11678,C_finetuned_supervised
yolo11m,20.1,2_FT,6,2,9.172,18564.947,map,grid_search,15.36,29.01,4.0,0.0,0.442,0.7345,0.802,0.6914,0.7426,82021,25310,13998,C_finetuned_supervised
yolo11n,2.6,1_NOFT,6,3,4.354,6669.136,baseline,baseline,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82133,82133,2977,A_unfinetuned
yolo11n,2.6,1_NOFT,6,3,4.354,6669.136,count,bo_exploration,4.3,71.99,4.0,0.55,0.4245,0.7417,0.7968,0.7125,0.7523,82133,23616,14923,A_unfinetuned
yolo11n,2.6,1_NOFT,6,3,4.354,6669.136,count,bo_exploitation,3.58,52.31,3.0,0.47,0.3537,0.6966,0.7865,0.6477,0.7104,82133,28938,14442,A_unfinetuned
yolo11n,2.6,1_NOFT,6,3,4.354,6669.136,count,grid_search,3.75,71.73,4.0,0.5,0.4245,0.7417,0.7968,0.7125,0.7523,82133,23616,14923,A_unfinetuned
yolo11n,2.6,2_FT,6,3,3.187,8484.278,baseline,baseline,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82133,82133,706,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,3,3.187,8484.278,count,bo_exploration,3.13,65.68,4.0,0.62,0.4462,0.7934,0.8497,0.7218,0.7805,82133,22853,10487,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,3,3.187,8484.278,count,bo_exploitation,4.11,47.55,3.0,0.62,0.3901,0.7522,0.8328,0.6686,0.7417,82133,27221,11028,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,3,3.187,8484.278,count,grid_search,3.54,65.45,4.0,0.5,0.4462,0.7934,0.8497,0.7218,0.7805,82133,22853,10487,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,3,3.187,8484.278,map,bo_exploration,7.93,26.46,4.0,-0.12,0.4868,0.8176,0.8638,0.7424,0.7985,82133,21155,9616,C_finetuned_supervised
yolo11n,2.6,2_FT,6,3,3.187,8484.278,map,bo_exploitation,9.54,47.53,3.0,0.51,0.3901,0.7522,0.8328,0.6686,0.7417,82133,27221,11028,C_finetuned_supervised
yolo11n,2.6,2_FT,6,3,3.187,8484.278,map,grid_search,10.61,26.46,4.0,0.0,0.4868,0.8176,0.8638,0.7424,0.7985,82133,21155,9616,C_finetuned_supervised
yolo11m,20.1,1_NOFT,6,3,11.633,22719.594,baseline,baseline,0.0,4.21,0.0,0.0,0.0002,0.002,0.004,0.0005,0.0008,82133,82094,9647,A_unfinetuned
yolo11m,20.1,1_NOFT,6,3,11.633,22719.594,count,bo_exploration,4.51,74.56,4.0,0.62,0.3569,0.6174,0.713,0.6311,0.6695,82133,30302,20866,A_unfinetuned
yolo11m,20.1,1_NOFT,6,3,11.633,22719.594,count,bo_exploitation,2.39,57.74,3.0,0.45,0.3315,0.5969,0.6963,0.6022,0.6458,82133,32674,21569,A_unfinetuned
yolo11m,20.1,1_NOFT,6,3,11.633,22719.594,count,grid_search,4.21,74.6,4.0,0.5,0.3569,0.6174,0.713,0.6311,0.6695,82133,30302,20866,A_unfinetuned
yolo11m,20.1,2_FT,6,3,9.03,18505.559,baseline,baseline,0.0,3.46,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82133,82129,4052,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,3,9.03,18505.559,count,bo_exploration,3.72,51.04,3.0,0.39,0.3936,0.6947,0.7825,0.6541,0.7126,82133,28407,14937,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,3,9.03,18505.559,count,bo_exploitation,2.91,69.68,4.0,0.51,0.4078,0.7153,0.7965,0.6745,0.7304,82133,26734,14154,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,3,9.03,18505.559,count,grid_search,3.94,69.55,4.0,0.5,0.4078,0.7153,0.7965,0.6745,0.7304,82133,26734,14154,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,3,9.03,18505.559,map,bo_exploration,10.43,28.21,4.0,-0.06,0.4425,0.7345,0.8019,0.6919,0.7428,82133,25304,14041,C_finetuned_supervised
yolo11m,20.1,2_FT,6,3,9.03,18505.559,map,bo_exploitation,10.04,69.58,4.0,0.5,0.4078,0.7153,0.7965,0.6745,0.7304,82133,26734,14154,C_finetuned_supervised
yolo11m,20.1,2_FT,6,3,9.03,18505.559,map,grid_search,11.74,28.2,4.0,0.0,0.4425,0.7345,0.8019,0.6919,0.7428,82133,25304,14041,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,6,1,36.89,20258.026,baseline,baseline,0.0,5.2,0.0,0.0,0.0002,0.0016,0.0038,0.0003,0.0006,82133,82107,6860,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,1,36.89,20258.026,count,bo_exploration,3.54,44.28,3.0,0.27,0.3343,0.6294,0.7458,0.6018,0.6661,82133,32709,16842,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,1,36.89,20258.026,count,bo_exploitation,4.26,113.38,4.0,0.48,0.3588,0.6567,0.7688,0.6408,0.699,82133,29506,15823,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,1,36.89,20258.026,count,grid_search,6.81,112.24,4.0,0.5,0.3588,0.6567,0.7688,0.6408,0.699,82133,29506,15823,A_unfinetuned
rtdetr-l,45.0,2_FT,6,1,16.739,21020.341,baseline,baseline,0.0,4.74,0.0,0.0,0.0005,0.0034,0.0068,0.0009,0.0016,82133,82056,11180,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,1,16.739,21020.341,count,bo_exploration,4.17,37.58,3.0,-0.12,0.2929,0.551,0.659,0.5599,0.6054,82133,36147,23792,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,1,16.739,21020.341,count,bo_exploitation,2.43,21.93,2.0,-0.08,0.1776,0.3799,0.5342,0.3464,0.4203,82133,53682,24805,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,1,16.739,21020.341,count,grid_search,5.88,114.14,4.0,0.5,0.3316,0.5975,0.7264,0.6096,0.6629,82133,32063,18862,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,1,16.739,21020.341,map,bo_exploration,12.65,114.02,4.0,0.62,0.3316,0.5975,0.7264,0.6096,0.6629,82133,32063,18862,C_finetuned_supervised
rtdetr-l,45.0,2_FT,6,1,16.739,21020.341,map,bo_exploitation,11.36,44.53,4.0,-0.09,0.3333,0.603,0.7096,0.6131,0.6578,82133,31780,20611,C_finetuned_supervised
rtdetr-l,45.0,2_FT,6,1,16.739,21020.341,map,grid_search,15.6,114.15,4.0,0.5,0.3316,0.5975,0.7264,0.6096,0.6629,82133,32063,18862,C_finetuned_supervised
yolo11n,2.6,1_NOFT,6,4,4.44,6827.887,baseline,baseline,0.0,3.06,0.0,0.0,0.0001,0.0004,0.0008,0.0,0.0,82188,82186,2583,A_unfinetuned
yolo11n,2.6,2_FT,6,4,3.133,7631.57,baseline,baseline,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82188,82188,705,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,4,3.133,7631.57,count,bo_exploration,4.38,47.33,3.0,0.62,0.3902,0.7523,0.8325,0.6685,0.7416,82188,27242,11055,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,4,3.133,7631.57,count,bo_exploitation,2.28,29.39,3.0,0.2,0.4087,0.7555,0.858,0.6581,0.7449,82188,28100,8952,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,4,3.133,7631.57,count,grid_search,3.45,65.33,4.0,0.5,0.4466,0.7941,0.8499,0.7226,0.7811,82188,22801,10489,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,4,3.133,7631.57,map,bo_exploration,4.06,4.88,1.0,0.31,0.0085,0.0462,0.0918,0.0051,0.0097,82188,81768,4153,C_finetuned_supervised
yolo11n,2.6,2_FT,6,4,3.133,7631.57,map,bo_exploitation,9.06,24.29,3.0,-0.02,0.4061,0.7479,0.8462,0.6478,0.7339,82188,28943,9675,C_finetuned_supervised
yolo11n,2.6,2_FT,6,4,3.133,7631.57,map,grid_search,9.88,26.41,4.0,0.0,0.4868,0.8177,0.8636,0.7428,0.7986,82188,21142,9644,C_finetuned_supervised
yolo11m,20.1,1_NOFT,6,4,14.67,22740.919,baseline,baseline,0.0,3.45,0.0,0.0,0.0001,0.0005,0.0011,0.0001,0.0001,82188,82183,4677,A_unfinetuned
yolo11m,20.1,1_NOFT,6,4,14.67,22740.919,count,bo_exploration,3.43,79.52,4.0,0.61,0.4063,0.6875,0.7456,0.6669,0.704,82188,27380,18698,A_unfinetuned
yolo11m,20.1,1_NOFT,6,4,14.67,22740.919,count,bo_exploitation,2.78,6.72,1.0,0.62,0.0054,0.0257,0.051,0.0091,0.0155,82188,81438,13958,A_unfinetuned
yolo11m,20.1,1_NOFT,6,4,14.67,22740.919,count,grid_search,4.09,79.33,4.0,0.5,0.4063,0.6875,0.7456,0.6669,0.704,82188,27380,18698,A_unfinetuned
yolo11m,20.1,2_FT,6,4,8.951,19296.51,baseline,baseline,0.0,3.42,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82188,82184,4061,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,4,8.951,19296.51,count,bo_exploration,2.86,51.4,3.0,0.39,0.3935,0.6947,0.7826,0.6542,0.7126,82188,28422,14938,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,4,8.951,19296.51,count,bo_exploitation,2.88,35.94,2.0,0.48,0.2819,0.5774,0.7396,0.4869,0.5872,82188,42169,14092,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,4,8.951,19296.51,count,grid_search,3.83,69.48,4.0,0.5,0.4079,0.7154,0.7966,0.6748,0.7307,82188,26726,14162,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,4,8.951,19296.51,map,bo_exploration,8.49,30.09,2.0,0.36,0.2848,0.5789,0.7441,0.4814,0.5846,82188,42625,13608,C_finetuned_supervised
yolo11m,20.1,2_FT,6,4,8.951,19296.51,map,bo_exploitation,8.32,17.68,2.0,-0.03,0.2962,0.586,0.7625,0.4778,0.5875,82188,42922,12228,C_finetuned_supervised
yolo11m,20.1,2_FT,6,4,8.951,19296.51,map,grid_search,11.09,27.98,4.0,0.0,0.4424,0.7344,0.8016,0.6919,0.7427,82188,25321,14079,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,6,2,37.129,20635.795,baseline,baseline,0.0,4.46,0.0,0.0,0.0003,0.0021,0.0042,0.0004,0.0008,82188,82152,8508,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,2,37.129,20635.795,count,bo_exploration,2.94,44.19,4.0,-0.08,0.3493,0.6505,0.7577,0.6413,0.6947,82188,29482,16850,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,2,37.129,20635.795,count,bo_exploitation,6.42,74.68,3.0,0.57,0.3152,0.6164,0.7439,0.6028,0.666,82188,32642,17057,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,2,37.129,20635.795,count,grid_search,5.71,116.41,4.0,0.5,0.3391,0.6403,0.7522,0.6467,0.6954,82188,29040,17513,A_unfinetuned
rtdetr-l,45.0,2_FT,6,2,37.356,21023.587,baseline,baseline,0.0,4.83,0.0,0.0,0.0011,0.0063,0.0126,0.0018,0.0032,82188,82040,11562,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,2,37.356,21023.587,count,bo_exploration,2.83,44.94,4.0,0.03,0.33,0.5927,0.7067,0.6055,0.6522,82188,32425,20652,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,2,37.356,21023.587,count,bo_exploitation,2.31,9.48,1.0,0.39,0.0035,0.0179,0.0354,0.0086,0.0138,82188,81483,19215,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,2,37.356,21023.587,count,grid_search,5.76,115.54,4.0,0.5,0.3298,0.5935,0.7105,0.6195,0.6619,82188,31271,20744,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,2,37.356,21023.587,map,bo_exploration,15.59,38.14,3.0,-0.12,0.2998,0.5571,0.6561,0.5792,0.6153,82188,34583,24955,C_finetuned_supervised
rtdetr-l,45.0,2_FT,6,2,37.356,21023.587,map,bo_exploitation,11.57,75.36,3.0,0.39,0.3096,0.5737,0.6994,0.5826,0.6357,82188,34308,20574,C_finetuned_supervised
rtdetr-l,45.0,2_FT,6,2,37.356,21023.587,map,grid_search,14.89,46.26,4.0,0.0,0.33,0.5927,0.7067,0.6055,0.6522,82188,32425,20652,C_finetuned_supervised
yolo11n,2.6,1_NOFT,6,5,4.445,6906.645,baseline,baseline,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82329,82329,944,A_unfinetuned
yolo11n,2.6,1_NOFT,6,5,4.445,6906.645,count,bo_exploration,1.02,16.76,2.0,0.09,0.2112,0.5277,0.6918,0.397,0.5045,82329,49645,14564,A_unfinetuned
yolo11n,2.6,1_NOFT,6,5,4.445,6906.645,count,bo_exploitation,3.27,74.76,4.0,0.62,0.3995,0.7665,0.8327,0.7051,0.7636,82329,24281,11666,A_unfinetuned
yolo11n,2.6,1_NOFT,6,5,4.445,6906.645,count,grid_search,3.6,74.73,4.0,0.5,0.3995,0.7665,0.8327,0.7051,0.7636,82329,24281,11666,A_unfinetuned
yolo11n,2.6,2_FT,6,5,3.157,7898.298,baseline,baseline,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82329,82329,706,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,5,3.157,7898.298,count,bo_exploration,3.79,65.72,4.0,0.62,0.4462,0.7938,0.8501,0.7222,0.7809,82329,22875,10487,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,5,3.157,7898.298,count,bo_exploitation,2.91,65.67,4.0,0.51,0.4462,0.7938,0.8501,0.7222,0.7809,82329,22875,10487,B_finetuned_unsupervised
yolo11n,2.6,2_FT,6,5,3.157,7898.298,count,grid_search,3.35,65.4,4.0,0.5,0.4462,0.7938,0.8501,0.7222,0.7809,82329,22875,10487,B_finetuned_unsupervised
yolo11m,20.1,1_NOFT,6,5,11.637,22587.536,baseline,baseline,0.0,3.98,0.0,0.0,0.0001,0.0006,0.0012,0.0001,0.0002,82329,82320,7634,A_unfinetuned
yolo11m,20.1,1_NOFT,6,5,11.637,22587.536,count,bo_exploration,2.98,61.81,3.0,0.56,0.2942,0.5764,0.6811,0.5742,0.6231,82329,35055,22135,A_unfinetuned
yolo11m,20.1,2_FT,6,5,8.951,19549.479,baseline,baseline,0.0,3.82,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82329,82325,4051,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,5,8.951,19549.479,count,bo_exploration,1.32,6.55,1.0,-0.06,0.0048,0.0253,0.0503,0.0076,0.0131,82329,81707,11743,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,5,8.951,19549.479,count,bo_exploitation,1.48,30.65,2.0,0.15,0.285,0.5793,0.7447,0.4814,0.5848,82329,42698,13588,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,5,8.951,19549.479,count,grid_search,4.14,70.65,4.0,0.5,0.408,0.7158,0.797,0.6749,0.7309,82329,26767,14149,B_finetuned_unsupervised
yolo11m,20.1,2_FT,6,5,8.951,19549.479,map,bo_exploration,8.24,28.72,4.0,0.1,0.4426,0.7349,0.8021,0.692,0.743,82329,25354,14060,C_finetuned_supervised
yolo11m,20.1,2_FT,6,5,8.951,19549.479,map,bo_exploitation,7.22,38.62,4.0,0.31,0.4244,0.7196,0.7955,0.6799,0.7331,82329,26357,14388,C_finetuned_supervised
yolo11m,20.1,2_FT,6,5,8.951,19549.479,map,grid_search,9.67,28.55,4.0,0.0,0.4426,0.7349,0.8021,0.692,0.743,82329,25354,14060,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,6,3,36.975,21229.743,baseline,baseline,0.0,4.83,0.0,0.0,0.0001,0.0009,0.0018,0.0002,0.0004,82329,82309,11021,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,3,36.975,21229.743,count,bo_exploration,4.53,36.7,3.0,-0.06,0.2788,0.5583,0.6649,0.566,0.6115,82329,35733,23479,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,3,36.975,21229.743,count,bo_exploitation,5.56,112.83,4.0,0.47,0.3142,0.5957,0.7089,0.6179,0.6603,82329,31458,20886,A_unfinetuned
rtdetr-l,45.0,1_NOFT,6,3,36.975,21229.743,count,grid_search,5.9,115.52,4.0,0.5,0.3142,0.5957,0.7089,0.6179,0.6603,82329,31458,20886,A_unfinetuned
rtdetr-l,45.0,2_FT,6,3,24.658,21018.836,baseline,baseline,0.0,4.19,0.0,0.0,0.0,0.0002,0.0006,0.0,0.0,82329,82328,1670,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,3,24.658,21018.836,count,bo_exploration,7.33,111.08,4.0,0.62,0.4687,0.7707,0.8449,0.7128,0.7733,82329,23647,10769,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,3,24.658,21018.836,count,bo_exploitation,3.68,36.37,3.0,-0.08,0.4284,0.7276,0.7967,0.6589,0.7213,82329,28082,13842,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,3,24.658,21018.836,count,grid_search,5.68,111.03,4.0,0.5,0.4687,0.7707,0.8449,0.7128,0.7733,82329,23647,10769,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,6,3,24.658,21018.836,map,bo_exploration,8.95,42.01,4.0,0.1,0.4764,0.7713,0.8526,0.6908,0.7632,82329,25459,9832,C_finetuned_supervised
